date,description,amount,balance,category,transaction_type
2025-06-19,Concert Venue,-69.3107751227322,21246.420366833627,Entertainment,debit
2025-06-20,Bonus Payment,7045.025751677472,14895.84854425097,Income,credit
2025-06-21,Gym Membership,-24.050183086064997,21222.37018374756,Entertainment,debit
2025-06-22,Salary Deposit,6419.882597705389,21315.73114195636,Income,credit
2025-06-23,Amazon Prime,91.78321127483608,21314.153395022397,Entertainment,credit
2025-06-23,IKEA,-13.763341372788958,21300.390053649608,Housing,debit
2025-06-24,Furniture Store,65.64417678082779,21366.034230430436,Housing,credit
2025-06-24,Mortgage Payment,-23.77126138960766,21342.26296904083,Housing,debit
2025-06-25,Home Security,63.707493300964444,21405.970462341793,Utilities,credit
2025-06-25,Restaurant,-92.41998798594508,21313.55047435585,Entertainment,debit
2025-06-26,Doctor Office,-10.993094846656708,21302.55737950919,Healthcare,debit
2025-06-26,Electric Company,-46.45173022704499,21256.105649282148,Utilities,debit
2025-06-27,Movie Theater,88.33918738824256,21344.44483667039,Entertainment,credit
2025-06-27,Electric Company,-76.61625282666358,21267.828583843726,Utilities,debit
2025-06-28,HEB,35.692815674235774,21303.521399517962,Groceries,credit
2025-06-28,Property Tax,-29.74244304816848,21273.778956469792,Housing,debit
2025-06-30,Food Lion,-86.00190449209848,21187.777051977693,Groceries,debit
2025-06-30,Safeway,49.96440738051923,21237.74145935821,Groceries,credit
2025-07-01,Smart Home Services,65.58164136871557,21303.323100726928,Utilities,credit
2025-07-02,Food Lion,-74.75231251372229,21228.570788213205,Groceries,debit
2025-07-02,Medical Center,38.11530254930557,21266.68609076251,Healthcare,credit
2025-07-02,Costco,17.327723627201458,21284.01381438971,Groceries,credit
2025-07-04,Home Depot,-83.47917367182065,21200.534640717888,Housing,debit
2025-07-04,Hospital,-86.81095115670412,21113.723689561182,Healthcare,debit
2025-07-06,Vision Center,-54.98028815740863,21058.743401403775,Healthcare,debit
2025-07-06,HEB,66.49284440450168,21125.236245808275,Groceries,credit
2025-07-06,Medical Center,-90.74170082490608,21034.49454498337,Healthcare,debit
2025-07-06,Mortgage Payment,70.05010567839878,21104.544650661766,Housing,credit
2025-07-08,Smart Home Services,77.94364775156423,21182.48829841333,Utilities,credit
2025-07-09,Gas Company,-57.414031036790085,21125.074267376538,Utilities,debit
2025-07-09,Gym Membership,-43.24705849009977,21081.82720888644,Entertainment,debit
2025-07-09,Home Depot,-86.50420590284443,20995.323002983594,Housing,debit
2025-07-10,Health Insurance,-18.98644684990027,20976.336556133694,Healthcare,debit
2025-07-10,Whole Foods Market,-37.084872759910056,20939.251683373783,Groceries,debit
2025-07-10,Vision Center,-55.01857872270629,20884.233104651077,Healthcare,debit
2025-07-11,Bar,-67.17591258624485,20817.057192064833,Entertainment,debit
2025-07-12,Home Security,-38.91299527649791,20778.144196788333,Utilities,debit
2025-07-12,Home Insurance,-46.52418201269108,20731.620014775643,Housing,debit
2025-07-13,Vision Center,57.48669430523437,20789.106709080876,Healthcare,credit
2025-07-13,Smart Home Services,-33.63840998291849,20755.468299097956,Utilities,debit
2025-07-14,Safeway,-79.95300547998991,20675.515293617966,Groceries,debit
2025-07-14,Restaurant,-84.09717947590953,20591.418114142056,Entertainment,debit
2025-07-15,Home Depot,-85.24336556824406,20506.174748573812,Housing,debit
2025-07-16,Mortgage Payment,-62.03484104097953,20444.139907532834,Housing,debit
2025-07-16,Smart Home Services,64.95475287129926,20509.094660404135,Utilities,credit
2025-07-17,Hulu,-55.127565565385915,20453.96709483875,Entertainment,debit
2025-07-18,Lowe's,-83.8267731215188,20370.14032171723,Housing,debit
2025-07-18,Costco,-73.63154142365218,20296.508780293578,Groceries,debit
2025-07-18,Dental Office,-36.80296591549788,20259.70581437808,Healthcare,debit
