date,description,amount,balance,category,transaction_type
2025-06-19,Salary Deposit,8456.825934357523,30523.08281853978,Income,credit
2025-06-21,Water Department,-34.51605709180399,39050.319947279284,Utilities,debit
2025-06-21,Smart Home Services,15.106873832478193,39065.42682111176,Utilities,credit
2025-06-21,Health Insurance,-24.933101147917057,39040.493719963844,Healthcare,debit
2025-06-21,Home Depot,74.53062492382493,39115.02434488767,Housing,credit
2025-06-23,Exxon,-39.24879262431406,39075.77555226336,Transportation,debit
2025-06-24,Bonus Payment,8561.753185831303,39084.836004371085,Income,credit
2025-06-25,Mortgage Payment,63.575961392084125,39139.35151365544,Housing,credit
2025-06-26,Home Insurance,-88.24732132192447,39051.104192333514,Housing,debit
2025-06-26,Electric Company,-61.87690142782065,38989.22729090569,Utilities,debit
2025-06-27,Aldi,-98.50552152527023,38890.72176938042,Groceries,debit
2025-06-27,Property Tax,42.66350925891589,38933.38527863933,Housing,credit
2025-06-28,Amazon,-46.53411875689839,38886.85115988243,Shopping,debit
2025-06-29,Exxon,52.74171375516823,38939.5928736376,Transportation,credit
2025-06-29,Kroger,-20.268705278263184,38919.32416835934,Groceries,debit
2025-06-29,Medical Equipment,-84.57508631510674,38834.74908204423,Healthcare,debit
2025-06-30,Kroger,-66.99792876647416,38767.75115327776,Groceries,debit
2025-06-30,Gap,-71.10307027244158,38696.64808300532,Shopping,debit
2025-07-01,Pharmacy,-57.972135865002485,38638.67594714031,Healthcare,debit
2025-07-01,Metro Transit,-66.77416566211818,38571.9017814782,Transportation,debit
2025-07-02,Home Maintenance,-92.44022841686333,38479.46155306134,Housing,debit
2025-07-02,Hospital,-87.03918513905856,38392.42236792228,Healthcare,debit
2025-07-03,Water Department,13.944195005535118,38406.36656292781,Utilities,credit
2025-07-04,Cable TV,44.42076354748968,38450.7873264753,Utilities,credit
2025-07-04,Nike,13.077556436540139,38463.86488291184,Shopping,credit
2025-07-04,Walmart,95.19594237133656,38559.06082528317,Shopping,credit
2025-07-07,Dental Office,75.13746023351054,38634.198285516686,Healthcare,credit
2025-07-08,Home Security,-36.5518050289396,38597.64648048775,Utilities,debit
2025-07-09,Medical Center,-12.41715093040774,38585.22932955734,Healthcare,debit
2025-07-10,Old Navy,-75.08553037567445,38510.143799181664,Shopping,debit
2025-07-11,Rent Payment,-34.35624431950269,38475.78755486216,Housing,debit
2025-07-12,Metro Transit,-40.01139013876757,38435.77616472339,Transportation,debit
2025-07-13,Waste Management,-68.66846623737837,38367.10769848601,Utilities,debit
2025-07-13,Electric Company,-63.3426981222448,38303.76500036377,Utilities,debit
2025-07-15,Cable TV,22.360516747220622,38326.12551711099,Utilities,credit
2025-07-16,Gas Company,-44.88271185760126,38281.24280525339,Utilities,debit
2025-07-16,Doctor Office,-69.67436732477427,38211.56843792861,Healthcare,debit
2025-07-17,Food Lion,31.010136184500176,38242.57857411311,Groceries,credit
2025-07-18,Medical Equipment,-80.94092898813805,38161.637645124974,Healthcare,debit
2025-07-18,Adidas,-47.229461368904055,38114.40818375607,Shopping,debit
