date,description,amount,balance,category,transaction_type
2025-07-19,Hospital,-43.95790925333514,52779.122334094485,Healthcare,debit
2025-07-19,Gas Company,-47.701640859481685,52731.420693235006,Utilities,debit
2025-07-20,Direct Deposit,8204.088179498045,45044.310467619456,Income,credit
2025-07-20,Refund,7778.769775728367,52823.080243347824,Income,credit
2025-07-21,Lyft,90.5909131484845,52822.011606383494,Transportation,credit
2025-07-21,Property Tax,103.96769234795535,52925.97929873145,Housing,credit
2025-07-21,Gas Company,-26.457052773996566,52899.52224595745,Utilities,debit
2025-07-21,Hospital,-108.54225870271036,52790.97998725474,Healthcare,debit
2025-07-22,Sprouts Farmers Market,159.6855582267664,52950.665545481505,Groceries,credit
2025-07-22,Furniture Store,-20.173524716035654,52930.49202076547,Housing,debit
2025-07-22,Lowe's,115.63253603679112,53046.124556802264,Housing,credit
2025-07-23,HEB,-40.18952508993828,53005.935031712324,Groceries,debit
2025-07-23,Shell,-25.461103864915113,52980.47392784741,Transportation,debit
2025-07-24,Smart Home Services,-34.109542597837624,52946.36438524957,Utilities,debit
2025-07-24,Food Lion,-63.39172512616309,52882.97266012341,Groceries,debit
2025-07-24,Home Insurance,-39.69689768432789,52843.27576243908,Housing,debit
2025-07-25,Phone Company,-159.89761613170566,52683.378146307376,Utilities,debit
2025-07-25,Enterprise Rent-A-Car,-154.21191666534617,52529.16622964203,Transportation,debit
2025-07-25,HEB,-112.26419617962296,52416.90203346241,Groceries,debit
2025-07-25,Walmart,-163.87952235022604,52253.02251111218,Shopping,debit
2025-07-26,Target Grocery,-94.83782796232697,52158.184683149855,Groceries,debit
2025-07-26,Home Maintenance,-65.86056801885724,52092.324115131,Housing,debit
2025-07-26,Home Security,-21.827638216305743,52070.4964769147,Utilities,debit
2025-07-26,Rent Payment,56.90210966955303,52127.39858658425,Housing,credit
2025-07-26,Walmart Grocery,42.72249206847674,52170.12107865272,Groceries,credit
2025-07-26,Hospital,-149.0402200195096,52021.08085863321,Healthcare,debit
2025-07-27,Home Insurance,-46.60796828362999,51974.472890349585,Housing,debit
2025-07-27,Dental Office,-81.60937715828042,51892.8635131913,Healthcare,debit
2025-07-27,Chevron,-41.68467015276835,51851.178843038535,Transportation,debit
2025-07-27,Target Grocery,138.60185807014273,51989.78070110868,Groceries,credit
2025-07-27,Cable TV,-39.33760386306052,51950.44309724562,Utilities,debit
2025-07-28,Property Tax,-154.46617132658145,51795.976925919036,Housing,debit
2025-07-28,Adidas,-77.3528042934535,51718.62412162558,Shopping,debit
2025-07-28,Lab Services,-46.07201500621401,51672.55210661937,Healthcare,debit
2025-07-29,Cable TV,-40.30071032450295,51632.251396294865,Utilities,debit
2025-07-29,Taxi Service,-35.718150987939765,51596.53324530693,Transportation,debit
2025-07-30,Nike,-163.11200080539567,51433.42124450153,Shopping,debit
2025-07-30,Old Navy,-123.16651297017617,51310.25473153135,Shopping,debit
2025-07-30,Safeway,-197.91234777153426,51112.34238375982,Groceries,debit
2025-07-31,Costco,-60.25768776707745,51052.08469599274,Groceries,debit
2025-07-31,7-Eleven Gas,-54.97535078039624,50997.10934521234,Transportation,debit
2025-07-31,Health Insurance,-174.9163784816834,50822.192966730654,Healthcare,debit
2025-08-01,BP,-185.71721976297025,50636.475746967684,Transportation,debit
2025-08-01,Rent Payment,-121.07793529268824,50515.39781167499,Housing,debit
2025-08-01,HEB,-76.15653260298782,50439.241279072005,Groceries,debit
2025-08-01,Lowe's,92.14946528126674,50531.39074435327,Housing,credit
2025-08-02,Microsoft Store,-78.48454857522238,50452.90619577805,Shopping,debit
2025-08-02,Walmart Grocery,-63.161732687203894,50389.74446309084,Groceries,debit
2025-08-02,Whole Foods Market,135.44610891947912,50525.190572010324,Groceries,credit
2025-08-02,Dental Office,-77.29083194239678,50447.89974006793,Healthcare,debit
2025-08-02,Safeway,-22.429299594836504,50425.470440473095,Groceries,debit
2025-08-04,Costco,-83.33830438966956,50342.132136083426,Groceries,debit
2025-08-04,Electric Company,-188.84189348445625,50153.29024259897,Utilities,debit
2025-08-04,Adidas,-102.43395289554246,50050.85628970343,Shopping,debit
2025-08-05,Hospital,-167.86762358903167,49882.9886661144,Healthcare,debit
2025-08-05,Water Department,-89.9658228965284,49793.02284321787,Utilities,debit
2025-08-05,Sprouts Farmers Market,-83.6078129985451,49709.41503021932,Groceries,debit
2025-08-06,Walmart Grocery,-61.74202238275511,49647.673007836565,Groceries,debit
2025-08-06,Uber,-164.2750649405522,49483.397942896016,Transportation,debit
2025-08-06,Pharmacy,-27.774242505769315,49455.62370039025,Healthcare,debit
2025-08-06,Nike,-116.83315252626532,49338.79054786399,Shopping,debit
2025-08-07,Medical Equipment,-90.16256828077672,49248.62797958321,Healthcare,debit
2025-08-07,Parking Garage,-167.23664676255217,49081.391332820654,Transportation,debit
2025-08-08,Budget Car Rental,-97.69116840573098,48983.70016441492,Transportation,debit
2025-08-08,Home Security,67.27600975866504,49050.976174173586,Utilities,credit
2025-08-09,Lab Services,-56.72683059790646,48994.24934357568,Healthcare,debit
2025-08-09,Best Buy,-154.08315903187915,48840.1661845438,Shopping,debit
2025-08-10,Walmart Grocery,51.35088128340965,48891.51706582721,Groceries,credit
2025-08-10,Nordstrom,44.79280986880435,48936.30987569602,Shopping,credit
2025-08-10,Waste Management,-76.29153889829915,48860.018336797715,Utilities,debit
2025-08-10,Shell,106.53288410958399,48966.5512209073,Transportation,credit
2025-08-10,Home Maintenance,-48.05570990028495,48918.495511007015,Housing,debit
2025-08-11,Home Maintenance,60.32580377821727,48978.82131478523,Housing,credit
2025-08-12,Cable TV,-100.98707313482618,48877.8342416504,Utilities,debit
2025-08-12,Home Security,-180.35197302816127,48697.48226862224,Utilities,debit
2025-08-13,Apple Store,-89.01380237151763,48608.46846625072,Shopping,debit
2025-08-14,Exxon,-142.00127295929366,48466.46719329143,Transportation,debit
2025-08-17,Home Insurance,-21.739368575049763,48444.72782471638,Housing,debit
2025-08-17,Publix,-27.1523695664696,48417.575455149905,Groceries,debit
