date,description,amount,balance,category,transaction_type
2025-07-19,Freelance Payment,2455.268518166174,15169.178666968457,Income,credit
2025-07-20,Investment Income,3184.9731019569035,12713.910148802282,Income,credit
2025-07-21,Concert Venue,-188.00893313575705,14981.1697338327,Entertainment,debit
2025-07-22,Phone Company,69.83518467705176,15051.00491850975,Utilities,credit
2025-07-24,Gas Company,-78.62229749818772,14972.382621011562,Utilities,debit
2025-07-25,Costco,57.97913902272168,15030.361760034284,Groceries,credit
2025-07-26,Budget Car Rental,-31.459958756605936,14998.901801277678,Transportation,debit
2025-07-27,Budget Car Rental,-137.69766840372233,14861.204132873956,Transportation,debit
2025-07-27,Netflix,57.64524276885469,14918.84937564281,Entertainment,credit
2025-07-28,Enterprise Rent-A-Car,-171.72396081299243,14747.125414829818,Transportation,debit
2025-07-28,Waste Management,-58.3924905545147,14688.732924275302,Utilities,debit
2025-07-29,Budget Car Rental,-39.58939731125293,14649.14352696405,Transportation,debit
2025-07-30,Aldi,70.80126241381801,14719.944789377867,Groceries,credit
2025-07-31,Waste Management,-113.66420869945142,14606.280580678416,Utilities,debit
2025-08-03,Electric Company,-177.84401461347161,14428.436566064946,Utilities,debit
2025-08-03,Kroger,-117.93252223194315,14310.504043833002,Groceries,debit
2025-08-04,Cable TV,-178.9263084927247,14131.577735340277,Utilities,debit
2025-08-05,Enterprise Rent-A-Car,-50.43266053301085,14081.145074807266,Transportation,debit
2025-08-05,Cable TV,-31.2415544111846,14049.903520396081,Utilities,debit
2025-08-07,Spotify,135.28247979741542,14185.186000193497,Entertainment,credit
2025-08-08,Water Department,-80.66731143814268,14104.518688755354,Utilities,debit
2025-08-09,Hertz,-97.69628353514085,14006.822405220213,Transportation,debit
2025-08-10,Sprouts Farmers Market,-148.8276302844049,13857.994774935809,Groceries,debit
2025-08-11,Walmart Grocery,-34.15583913706875,13823.83893579874,Groceries,debit
2025-08-13,Costco,-101.78430609144101,13722.0546297073,Groceries,debit
2025-08-13,Disney+,-73.48369554115115,13648.570934166148,Entertainment,debit
2025-08-13,Chevron,-26.858563695556974,13621.71237047059,Transportation,debit
2025-08-15,Waste Management,-117.81073905715104,13503.901631413439,Utilities,debit
