date,description,amount,balance,category,transaction_type
2025-07-19,Salary Deposit,12265.156948814983,46380.80689584172,Income,credit
2025-07-20,Payroll,12655.13617619631,59035.94307203803,Income,credit
2025-07-21,Medical Equipment,-77.33493060133078,58958.6081414367,Healthcare,debit
2025-07-21,Best Buy,-95.78656064280118,58862.8215807939,Shopping,debit
2025-07-21,Kroger,-17.172804518299603,58845.6487762756,Groceries,debit
2025-07-21,Lyft,17.824748525961642,58863.473524801564,Transportation,credit
2025-07-21,Internet Provider,-25.563666818110267,58837.90985798345,Utilities,debit
2025-07-21,Water Department,19.576804130995306,58857.48666211445,Utilities,credit
2025-07-22,7-Eleven Gas,35.61021814297418,58893.09688025742,Transportation,credit
2025-07-22,Sports Arena,39.24315872338684,58932.34003898081,Entertainment,credit
2025-07-23,Macy's,37.83974088825316,58970.17977986906,Shopping,credit
2025-07-23,Phone Company,75.65351543495734,59045.833295304015,Utilities,credit
2025-07-24,Old Navy,87.8382649009121,59133.67156020493,Shopping,credit
2025-07-24,Vision Center,30.386807290376318,59164.05836749531,Healthcare,credit
2025-07-25,Medical Center,-99.30581600636293,59064.75255148894,Healthcare,debit
2025-07-26,Doctor Office,48.741678674935386,59113.49423016388,Healthcare,credit
2025-07-26,Old Navy,86.05538058440602,59199.54961074828,Shopping,credit
2025-07-26,Exxon,-18.26598045107072,59181.283630297214,Transportation,debit
2025-07-27,Lyft,36.241448551178124,59217.52507884839,Transportation,credit
2025-07-28,Enterprise Rent-A-Car,53.330438502633406,59270.855517351025,Transportation,credit
2025-07-29,Hertz,-13.488453797338286,59257.367063553684,Transportation,debit
2025-07-29,Waste Management,-64.57321760788527,59192.7938459458,Utilities,debit
2025-07-29,Vision Center,-60.56447617960477,59132.229369766195,Healthcare,debit
2025-07-29,Dental Office,-43.37004106388892,59088.8593287023,Healthcare,debit
2025-07-29,Home Security,67.35182731213165,59156.21115601443,Utilities,credit
2025-07-29,Medical Equipment,-73.17780845968156,59083.03334755475,Healthcare,debit
2025-07-30,Exxon,-33.126564681849004,59049.9067828729,Transportation,debit
2025-07-31,Waste Management,99.48010726329674,59149.3868901362,Utilities,credit
2025-08-01,Target,-36.28947986856313,59113.097410267634,Shopping,debit
2025-08-01,Vision Center,-55.60069470508553,59057.49671556255,Healthcare,debit
2025-08-01,Phone Company,47.263945816350095,59104.760661378896,Utilities,credit
2025-08-02,Doctor Office,-98.87703220511872,59005.883629173775,Healthcare,debit
2025-08-02,Medical Center,16.874291037265884,59022.75792021104,Healthcare,credit
2025-08-02,Aldi,60.594369234030374,59083.35228944507,Groceries,credit
2025-08-02,Cable TV,-18.53914914900792,59064.813140296064,Utilities,debit
2025-08-03,Trader Joe's,48.25730286832573,59113.07044316439,Groceries,credit
2025-08-03,Doctor Office,-76.57145497976619,59036.49898818463,Healthcare,debit
2025-08-03,Trader Joe's,95.44432174683445,59131.94330993146,Groceries,credit
2025-08-03,Water Department,61.285207175697195,59193.22851710716,Utilities,credit
2025-08-03,Nike,-53.94165570055487,59139.28686140661,Shopping,debit
2025-08-05,Bar,74.98229776001635,59214.26915916663,Entertainment,credit
2025-08-05,Mobil,-17.069041920786,59197.20011724584,Transportation,debit
2025-08-05,7-Eleven Gas,-63.20593097983988,59133.994186266,Transportation,debit
2025-08-05,Pharmacy,46.72559081663633,59180.71977708263,Healthcare,credit
2025-08-06,Home Security,31.1392635836173,59211.85904066625,Utilities,credit
2025-08-06,Electric Company,79.46562462644292,59291.32466529269,Utilities,credit
2025-08-07,Dental Office,-10.080604480336131,59281.24406081235,Healthcare,debit
2025-08-07,Spotify,-33.48405639489872,59247.760004417454,Entertainment,debit
2025-08-07,Parking Garage,-82.6138800570748,59165.14612436038,Transportation,debit
2025-08-08,Disney+,76.27660659350929,59241.422730953884,Entertainment,credit
2025-08-08,Macy's,-11.82417664102105,59229.59855431286,Shopping,debit
2025-08-09,Walmart Grocery,-74.27778169124967,59155.32077262161,Groceries,debit
2025-08-09,Sports Arena,19.6300229245188,59174.95079554613,Entertainment,credit
2025-08-10,Vision Center,93.49011200841716,59268.44090755455,Healthcare,credit
2025-08-10,Walmart,29.74105991834894,59298.1819674729,Shopping,credit
2025-08-10,Sports Arena,-52.20524124903129,59245.97672622387,Entertainment,debit
2025-08-10,Budget Car Rental,91.45114150607095,59337.42786772994,Transportation,credit
2025-08-12,Shell,55.727779383435674,59393.15564711337,Transportation,credit
2025-08-13,Waste Management,87.81698514832671,59480.9726322617,Utilities,credit
2025-08-14,Target Grocery,-10.735829387529813,59470.23680287417,Groceries,debit
2025-08-15,Best Buy,82.57853543938366,59552.81533831355,Shopping,credit
2025-08-15,Amazon,-66.39258156344579,59486.42275675011,Shopping,debit
2025-08-15,Hospital,73.23165485738461,59559.654411607495,Healthcare,credit
2025-08-15,Best Buy,-58.43184889996398,59501.22256270753,Shopping,debit
2025-08-15,Old Navy,40.50072915209011,59541.72329185962,Shopping,credit
2025-08-16,Kroger,13.649334847088792,59555.37262670671,Groceries,credit
2025-08-16,Trader Joe's,20.939417179454313,59576.312043886166,Groceries,credit
2025-08-17,Chevron,68.02904411823792,59644.3410880044,Transportation,credit
2025-08-17,Hospital,-31.892647038432578,59612.44844096597,Healthcare,debit
2025-08-17,Amazon Prime,67.62996757347324,59680.07840853944,Entertainment,credit
2025-08-17,Bar,11.407083289034194,59691.48549182848,Entertainment,credit
2025-08-17,Gas Company,-67.94504866202075,59623.54044316646,Utilities,debit
