date,description,amount,balance,category,transaction_type
2025-06-19,Spotify,185.7781664022226,61213.536873041514,Entertainment,credit
2025-06-20,Food Lion,-199.49847796223523,61014.03839507928,Groceries,debit
2025-06-21,Nordstrom,-174.90587365023688,60839.13252142905,Shopping,debit
2025-06-21,HEB,-204.65764735259756,60634.47487407645,Groceries,debit
2025-06-22,Bonus Payment,15218.041185620583,45278.181493353106,Income,credit
2025-06-22,Payroll,15749.577213286182,61027.75870663929,Income,credit
2025-06-23,Apple Store,456.1710740165271,61090.64594809298,Shopping,credit
2025-06-24,Bar,-282.66775507286104,60807.97819302011,Entertainment,debit
2025-06-24,Nike,-147.52927377726644,60660.448919242845,Shopping,debit
2025-06-24,Nordstrom,-182.78518043695476,60477.66373880589,Shopping,debit
2025-06-27,Fitness Center,-366.8277943373372,60110.83594446855,Entertainment,debit
2025-06-27,Cable TV,-293.71978485585726,59817.11615961269,Utilities,debit
2025-06-28,Nordstrom,121.19975527699405,59938.31591488969,Shopping,credit
2025-06-28,Lowe's,-128.9639185606794,59809.35199632901,Housing,debit
2025-06-28,Home Security,362.35012538328755,60171.7021217123,Utilities,credit
2025-06-28,Spotify,-312.25663804054585,59859.44548367175,Entertainment,debit
2025-06-29,Amazon Prime,-498.80259896175846,59360.64288470999,Entertainment,debit
2025-06-29,Kroger,-377.42943488577146,58983.213449824216,Groceries,debit
2025-06-30,Gap,-233.62147254913617,58749.59197727508,Shopping,debit
2025-06-30,Netflix,-176.97623715955427,58572.61574011552,Entertainment,debit
2025-07-01,Internet Provider,-174.15889245835626,58398.456847657166,Utilities,debit
2025-07-01,Old Navy,-305.1388745391201,58093.31797311804,Shopping,debit
2025-07-02,Home Insurance,-477.35301078340774,57615.964962334634,Housing,debit
2025-07-02,Bar,-242.70494529202716,57373.26001704261,Entertainment,debit
2025-07-03,Microsoft Store,-308.2729046279337,57064.987112414674,Shopping,debit
2025-07-03,Internet Provider,72.74793714559712,57137.73504956027,Utilities,credit
2025-07-03,Costco,-59.26795216937455,57078.4670973909,Groceries,debit
2025-07-06,Kroger,-232.4827163640807,56845.98438102682,Groceries,debit
2025-07-06,Lowe's,-86.35355667875004,56759.630824348074,Housing,debit
2025-07-07,Kroger,-178.417945949879,56581.2128783982,Groceries,debit
2025-07-08,Apple Store,-434.7715502933392,56146.441328104855,Shopping,debit
2025-07-08,Sports Arena,283.7090595160296,56430.15038762088,Entertainment,credit
2025-07-08,Electric Company,-107.5337415456464,56322.616646075236,Utilities,debit
2025-07-09,Gym Membership,-375.61309277485594,55947.00355330038,Entertainment,debit
2025-07-10,Hulu,-174.27944904761466,55772.72410425277,Entertainment,debit
2025-07-12,IKEA,-139.9114733478231,55632.81263090495,Housing,debit
2025-07-13,Home Maintenance,-493.5952799409284,55139.21735096402,Housing,debit
2025-07-14,Best Buy,-58.38142482247085,55080.835926141546,Shopping,debit
2025-07-14,Movie Theater,-384.4842705802163,54696.35165556133,Entertainment,debit
2025-07-14,Movie Theater,-205.22039610693585,54491.13125945439,Entertainment,debit
2025-07-14,Home Security,-80.98562560015228,54410.14563385424,Utilities,debit
2025-07-15,Amazon,-484.18195846064026,53925.9636753936,Shopping,debit
2025-07-15,Kroger,-298.04073685294895,53627.92293854065,Groceries,debit
2025-07-16,Gym Membership,136.44422142452763,53764.36715996518,Entertainment,credit
