date,description,amount,balance,category,transaction_type
2025-07-19,Freelance Payment,6486.456148123849,14337.278940697348,Income,credit
2025-07-19,Payroll,6661.281158477591,20998.560099174938,Income,credit
2025-07-20,Home Depot,40.235157839624705,21038.795257014564,Housing,credit
2025-07-20,Aldi,84.38846670973616,21123.1837237243,Groceries,credit
2025-07-22,Water Department,-56.47309770230772,21066.710626021995,Utilities,debit
2025-07-23,Doctor Office,-31.312668085511884,21035.397957936482,Healthcare,debit
2025-07-24,Disney+,-95.95302849645051,20939.444929440033,Entertainment,debit
2025-07-25,Vision Center,66.19160242993496,21005.636531869968,Healthcare,credit
2025-07-26,Health Insurance,87.09223404712223,21092.72876591709,Healthcare,credit
2025-07-26,Concert Venue,55.04283589061395,21147.771601807704,Entertainment,credit
2025-07-26,Gas Company,45.99412977009943,21193.765731577805,Utilities,credit
2025-07-26,Restaurant,-22.00821002241085,21171.757521555395,Entertainment,debit
2025-07-27,Lab Services,-50.32656391730031,21121.430957638095,Healthcare,debit
2025-07-27,Medical Equipment,37.5992583897097,21159.030216027804,Healthcare,credit
2025-07-27,Internet Provider,-96.47420826074976,21062.556007767056,Utilities,debit
2025-07-27,Home Security,-58.532904314522405,21004.023103452535,Utilities,debit
2025-07-27,Dental Office,26.05326371887496,21030.07636717141,Healthcare,credit
2025-07-29,Disney+,-54.93134430472177,20975.145022866687,Entertainment,debit
2025-07-30,Home Maintenance,-57.32951622805876,20917.815506638628,Housing,debit
2025-07-30,Property Tax,-37.32579541611558,20880.48971122251,Housing,debit
2025-07-30,Fitness Center,65.62728322519726,20946.116994447708,Entertainment,credit
2025-07-31,Food Lion,-69.2238952699141,20876.893099177792,Groceries,debit
2025-07-31,Restaurant,86.43182881889226,20963.324927996684,Entertainment,credit
2025-07-31,Spotify,-31.11593627399754,20932.208991722688,Entertainment,debit
2025-07-31,Waste Management,19.860728750374573,20952.06972047306,Utilities,credit
2025-08-01,Kroger,-42.8230355573147,20909.246684915746,Groceries,debit
2025-08-01,Hulu,-86.68075150445785,20822.56593341129,Entertainment,debit
2025-08-01,Gym Membership,60.61335639720324,20883.179289808493,Entertainment,credit
2025-08-01,Kroger,92.01986994115764,20975.199159749653,Groceries,credit
2025-08-02,Whole Foods Market,94.87619660530783,21070.07535635496,Groceries,credit
2025-08-02,Home Depot,-10.817644936372593,21059.257711418588,Housing,debit
2025-08-03,Amazon Prime,-72.77726274352392,20986.480448675065,Entertainment,debit
2025-08-04,Pharmacy,46.705172669036614,21033.185621344102,Healthcare,credit
2025-08-04,Sprouts Farmers Market,-34.49775828303673,20998.687863061066,Groceries,debit
2025-08-04,Sprouts Farmers Market,36.63099188681338,21035.31885494788,Groceries,credit
2025-08-05,Phone Company,37.00059334089791,21072.319448288777,Utilities,credit
2025-08-05,Electric Company,-80.110985023569,20992.208463265208,Utilities,debit
2025-08-06,Medical Center,-57.51840892154426,20934.690054343664,Healthcare,debit
2025-08-06,Home Security,13.280072847115266,20947.97012719078,Utilities,credit
2025-08-08,Hospital,89.37380542370774,21037.343932614487,Healthcare,credit
2025-08-10,Home Insurance,-30.297162147121178,21007.046770467365,Housing,debit
2025-08-11,Sports Arena,63.68575972808488,21070.732530195448,Entertainment,credit
2025-08-11,Medical Center,-96.90438063315837,20973.82814956229,Healthcare,debit
2025-08-11,Target Grocery,-72.18326921906127,20901.64488034323,Groceries,debit
2025-08-12,Restaurant,-83.29527079569111,20818.34960954754,Entertainment,debit
2025-08-12,Pharmacy,63.07141688884106,20881.42102643638,Healthcare,credit
2025-08-13,Property Tax,74.31561426896693,20955.736640705345,Housing,credit
2025-08-13,Vision Center,-82.15468194012502,20873.58195876522,Healthcare,debit
2025-08-14,Home Insurance,-11.614147715210766,20861.967811050006,Housing,debit
2025-08-15,Fitness Center,-66.96296617969749,20795.00484487031,Entertainment,debit
2025-08-16,Aldi,-93.32347852350418,20701.681366346806,Groceries,debit
2025-08-16,Hulu,-67.83904163577179,20633.842324711033,Entertainment,debit
2025-08-17,Movie Theater,81.73641997834464,20715.578744689377,Entertainment,credit
