date,description,amount,balance,category,transaction_type
2025-07-19,Home Insurance,-79.40762419279538,37267.40368174732,Housing,debit
2025-07-20,Refund,7643.746251780121,29710.00313596238,Income,credit
2025-07-21,Home Security,-99.56796364628923,37167.83571810103,Utilities,debit
2025-07-23,Freelance Payment,7636.808169977735,37346.811305940115,Income,credit
2025-07-25,Waste Management,33.14945017430219,37200.98516827533,Utilities,credit
2025-07-27,BP,-53.513568251171115,37147.47160002416,Transportation,debit
2025-07-29,Medical Center,-22.844287396226537,37124.627312627934,Healthcare,debit
2025-07-30,Internet Provider,-74.5073440442308,37050.119968583705,Utilities,debit
2025-07-31,Rent Payment,28.785425585707408,37078.905394169415,Housing,credit
2025-08-01,Apple Store,38.44149886018563,37117.3468930296,Shopping,credit
2025-08-01,Gap,-14.769859611843074,37102.57703341776,Shopping,debit
2025-08-02,Old Navy,-42.57862633511024,37059.99840708265,Shopping,debit
2025-08-02,Walmart,-12.945664780950587,37047.0527423017,Shopping,debit
2025-08-02,Cable TV,-36.470356794743196,37010.582385506954,Utilities,debit
2025-08-04,Gas Company,-14.40591515916422,36996.17647034779,Utilities,debit
2025-08-04,Aldi,-38.80855015711697,36957.36792019067,Groceries,debit
2025-08-04,Doctor Office,32.52336682084893,36989.89128701152,Healthcare,credit
2025-08-05,Gap,25.516598687334046,37015.40788569885,Shopping,credit
2025-08-05,Kroger,29.8020812178197,37045.20996691667,Groceries,credit
2025-08-07,Exxon,-30.898722931782274,37014.31124398489,Transportation,debit
2025-08-07,Electric Company,-46.49237450219893,36967.81886948269,Utilities,debit
2025-08-08,7-Eleven Gas,-60.543629471444554,36907.275240011244,Transportation,debit
2025-08-08,Kroger,-36.765502483540104,36870.509737527704,Groceries,debit
2025-08-08,Lab Services,40.92819407980677,36911.437931607514,Healthcare,credit
2025-08-09,Property Tax,19.463144997671552,36930.90107660519,Housing,credit
2025-08-09,Mortgage Payment,-35.529172544028576,36895.37190406116,Housing,debit
2025-08-11,Water Department,66.68535439061753,36962.05725845178,Utilities,credit
2025-08-11,7-Eleven Gas,73.14372951630939,37035.20098796809,Transportation,credit
2025-08-12,Electric Company,24.937291647386026,37060.13827961548,Utilities,credit
2025-08-13,Kroger,-34.52044273457703,37025.617836880905,Groceries,debit
2025-08-13,Metro Transit,65.51294354509207,37091.130780426,Transportation,credit
2025-08-13,Electric Company,-24.442391493666122,37066.688388932336,Utilities,debit
2025-08-13,Amazon,36.390107085551975,37103.078496017886,Shopping,credit
2025-08-14,Mortgage Payment,62.29411594275605,37165.37261196064,Housing,credit
2025-08-14,Lowe's,-73.28119468146402,37092.09141727918,Housing,debit
2025-08-15,Uber,-96.4019353523432,36995.68948192684,Transportation,debit
2025-08-15,Taxi Service,-92.64591308982625,36903.04356883701,Transportation,debit
2025-08-16,Gap,-18.79333207515778,36884.25023676186,Shopping,debit
2025-08-16,Phone Company,40.705410743081714,36924.95564750494,Utilities,credit
