date,description,amount,balance,category,transaction_type
2025-06-19,Payroll,12738.068739333507,64865.9097710989,Income,credit
2025-06-20,7-Eleven Gas,-47.80358176420306,64818.1061893347,Transportation,debit
2025-06-22,Hertz,-157.62517456356005,64660.48101477114,Transportation,debit
2025-06-23,Commission,13026.487677527817,52127.84103176539,Income,credit
2025-06-24,Kroger,-154.18799965026827,64506.29301512087,Groceries,debit
2025-06-24,Chevron,145.39112191892391,64651.684137039796,Transportation,credit
2025-06-25,Aldi,-68.8799579336207,64582.80417910618,Groceries,debit
2025-06-26,Lowe's,125.84990279673725,64708.65408190291,Housing,credit
2025-06-26,Kroger,-142.33171104383473,64566.322370859074,Groceries,debit
2025-06-26,Chevron,-40.46259194209618,64525.85977891698,Transportation,debit
2025-06-26,Apple Store,-122.51621895668838,64403.34355996029,Shopping,debit
2025-06-26,BP,-104.27192897391608,64299.07163098637,Transportation,debit
2025-06-27,Parking Garage,106.19864432430562,64405.27027531068,Transportation,credit
2025-06-28,Kroger,-150.64850002848343,64254.6217752822,Groceries,debit
2025-06-28,Target Grocery,-168.14289581841004,64086.478879463786,Groceries,debit
2025-06-28,Property Tax,-88.96162536377372,63997.517254100014,Housing,debit
2025-06-30,Budget Car Rental,28.72255838980522,64026.23981248982,Transportation,credit
2025-06-30,Food Lion,124.03536413656978,64150.27517662639,Groceries,credit
2025-06-30,7-Eleven Gas,121.31258401896618,64271.58776064536,Transportation,credit
2025-07-02,Exxon,47.590279544667986,64319.178040190025,Transportation,credit
2025-07-03,Adidas,-38.25143486597423,64280.92660532405,Shopping,debit
2025-07-03,Mortgage Payment,-79.03435430275121,64201.8922510213,Housing,debit
2025-07-04,BP,167.07023555344975,64368.962486574754,Transportation,credit
2025-07-04,Mortgage Payment,109.94987928566434,64478.912365860415,Housing,credit
2025-07-04,Walmart,23.724785414922714,64502.63715127534,Shopping,credit
2025-07-06,Food Lion,-110.20532648200911,64392.43182479333,Groceries,debit
2025-07-07,Shell,-66.43858297258444,64325.993241820746,Transportation,debit
2025-07-07,Lyft,-88.03039055344696,64237.9628512673,Transportation,debit
2025-07-07,Target Grocery,-27.0467727554064,64210.916078511895,Groceries,debit
2025-07-09,Adidas,-184.81376171754076,64026.10231679436,Shopping,debit
2025-07-10,Costco,-54.99149623328346,63971.11082056107,Groceries,debit
2025-07-11,Nordstrom,45.736666823211024,64016.847487384286,Shopping,credit
2025-07-12,Parking Garage,-160.3579261877479,63856.48956119654,Transportation,debit
2025-07-12,Home Maintenance,39.32837422971656,63895.817935426254,Housing,credit
2025-07-13,Property Tax,-51.15701127405805,63844.660924152195,Housing,debit
2025-07-13,Home Depot,-142.3928908343745,63702.26803331782,Housing,debit
2025-07-13,Property Tax,68.25312129021808,63770.52115460804,Housing,credit
2025-07-14,Costco,-47.327238764791105,63723.19391584325,Groceries,debit
2025-07-14,Home Insurance,-109.08545313035638,63614.108462712895,Housing,debit
2025-07-14,Safeway,58.19329897809623,63672.30176169099,Groceries,credit
2025-07-15,Microsoft Store,164.26241058325857,63836.56417227425,Shopping,credit
2025-07-15,Best Buy,-88.06099172227259,63748.503180551976,Shopping,debit
2025-07-15,Hertz,21.586237882792105,63770.08941843477,Transportation,credit
2025-07-15,7-Eleven Gas,53.25396565535198,63823.34338409012,Transportation,credit
2025-07-15,Lowe's,-147.22419446605443,63676.11918962406,Housing,debit
2025-07-15,Kroger,-110.18349574471098,63565.93569387935,Groceries,debit
2025-07-16,Home Insurance,-164.76810369235372,63401.167590187,Housing,debit
2025-07-16,Best Buy,-141.82160459673185,63259.34598559026,Shopping,debit
2025-07-16,Shell,170.42055416182262,63429.76653975208,Transportation,credit
2025-07-16,Home Depot,-181.44692268340594,63248.31961706868,Housing,debit
2025-07-17,Gap,49.70165464275322,63298.021271711434,Shopping,credit
2025-07-17,Metro Transit,-193.4352389292455,63104.58603278219,Transportation,debit
2025-07-17,Chevron,-117.45030438520541,62987.135728396985,Transportation,debit
2025-07-18,Gap,-49.53461191856576,62937.60111647842,Shopping,debit
