date,description,amount,balance,category,transaction_type
2025-06-19,Vision Center,-65.19628862826752,52682.60059741467,Healthcare,debit
2025-06-19,Home Security,-73.26109618722796,52609.33950122744,Utilities,debit
2025-06-19,Waste Management,-186.24695064300053,52423.09255058444,Utilities,debit
2025-06-19,IKEA,176.09540649620732,52599.18795708065,Housing,credit
2025-06-20,Rent Payment,198.7641162145648,52797.952073295215,Housing,credit
2025-06-21,Investment Income,7840.100783155777,44680.32307127719,Income,credit
2025-06-21,Payroll,8067.473814765751,52747.79688604294,Income,credit
2025-06-23,Publix,-36.304050563649426,52761.64802273156,Groceries,debit
2025-06-23,Lowe's,-59.817151556825685,52701.83087117474,Housing,debit
2025-06-23,Nordstrom,75.0260108618782,52776.85688203661,Shopping,credit
2025-06-23,Nike,-75.88274125934316,52700.97414077727,Shopping,debit
2025-06-23,Dental Office,-137.3152414418969,52563.65889933537,Healthcare,debit
2025-06-24,Microsoft Store,-95.02831960293837,52468.63057973243,Shopping,debit
2025-06-24,Phone Company,-88.72359079090572,52379.906988941526,Utilities,debit
2025-06-24,Home Depot,-76.53262885153696,52303.37436008999,Housing,debit
2025-06-24,Internet Provider,147.39422854464195,52450.76858863463,Utilities,credit
2025-06-24,Nike,-78.06594311532851,52372.702645519304,Shopping,debit
2025-06-25,Safeway,-81.44294751472617,52291.25969800458,Groceries,debit
2025-06-25,Old Navy,-106.7486675149161,52184.51103048966,Shopping,debit
2025-06-27,Cable TV,-29.122650783139786,52155.38837970652,Utilities,debit
2025-06-27,Lowe's,-131.59180326704862,52023.796576439476,Housing,debit
2025-06-27,Rent Payment,-56.10154248253563,51967.69503395694,Housing,debit
2025-06-27,Internet Provider,-120.32426436809598,51847.370769588844,Utilities,debit
2025-06-28,Internet Provider,119.23153093627639,51966.60230052512,Utilities,credit
2025-06-29,Macy's,-167.4288547834774,51799.17344574164,Shopping,debit
2025-06-30,Health Insurance,108.8299058438509,51908.00335158549,Healthcare,credit
2025-06-30,Whole Foods Market,-122.38476172150008,51785.61858986399,Groceries,debit
2025-06-30,Costco,-83.79755942944887,51701.82103043454,Groceries,debit
2025-06-30,Chevron,-151.18554018938815,51550.63549024515,Transportation,debit
2025-06-30,7-Eleven Gas,-118.69172426521412,51431.94376597994,Transportation,debit
2025-06-30,Lyft,-37.17508937091232,51394.76867660903,Transportation,debit
2025-06-30,Kroger,155.0475871967928,51549.81626380582,Groceries,credit
2025-07-01,Home Maintenance,-181.0784797939826,51368.737784011835,Housing,debit
2025-07-01,Home Maintenance,-174.22982246616044,51194.50796154568,Housing,debit
2025-07-01,Uber,-57.82388062056731,51136.68408092511,Transportation,debit
2025-07-01,Health Insurance,-70.05156192116965,51066.632519003935,Healthcare,debit
2025-07-02,Target,-132.60731918040352,50934.02519982353,Shopping,debit
2025-07-02,Gas Company,43.350325182772465,50977.375525006304,Utilities,credit
2025-07-03,Exxon,-129.5586404989265,50847.816884507374,Transportation,debit
2025-07-04,Cable TV,129.9092366845345,50977.72612119191,Utilities,credit
2025-07-05,Doctor Office,-108.93563659269286,50868.790484599216,Healthcare,debit
2025-07-05,Property Tax,148.46948027920206,51017.259964878416,Housing,credit
2025-07-05,Medical Center,-82.16475529747305,50935.09520958094,Healthcare,debit
2025-07-05,Taxi Service,-38.22245032717574,50896.87275925376,Transportation,debit
2025-07-05,IKEA,-132.36731922701983,50764.50544002674,Housing,debit
2025-07-06,Target,-188.61581218192043,50575.88962784482,Shopping,debit
2025-07-06,Lowe's,183.73270562268115,50759.6223334675,Housing,credit
2025-07-06,Apple Store,44.56074293279383,50804.183076400295,Shopping,credit
2025-07-06,Metro Transit,-68.56588271188582,50735.61719368841,Transportation,debit
2025-07-06,Dental Office,-55.67894585046315,50679.93824783795,Healthcare,debit
2025-07-08,Lyft,-41.0495431971824,50638.88870464077,Transportation,debit
2025-07-08,Gap,-143.4748891155603,50495.41381552521,Shopping,debit
2025-07-08,Chevron,95.10408720111364,50590.51790272632,Transportation,credit
2025-07-08,Property Tax,169.41544953729914,50759.93335226362,Housing,credit
2025-07-08,Home Security,-187.863609802071,50572.06974246155,Utilities,debit
2025-07-10,Pharmacy,26.386705930160257,50598.45644839171,Healthcare,credit
2025-07-10,Costco,-167.85828256072625,50430.59816583099,Groceries,debit
2025-07-11,Macy's,-130.95698546790396,50299.64118036308,Shopping,debit
2025-07-11,Walmart,190.25912845759794,50489.90030882068,Shopping,credit
2025-07-11,Furniture Store,-113.0582518626697,50376.84205695801,Housing,debit
2025-07-11,Safeway,-70.39585132665573,50306.44620563136,Groceries,debit
2025-07-11,Nike,-177.15987725570653,50129.28632837565,Shopping,debit
2025-07-13,Phone Company,-87.32850695677475,50041.95782141888,Utilities,debit
2025-07-13,Rent Payment,-77.03642625076664,49964.921395168116,Housing,debit
2025-07-13,HEB,92.62746867811859,50057.548863846234,Groceries,credit
2025-07-15,Metro Transit,-119.83929426001663,49937.709569586215,Transportation,debit
2025-07-15,IKEA,-135.60199348994854,49802.10757609627,Housing,debit
2025-07-15,Best Buy,161.1086949375523,49963.21627103382,Shopping,credit
2025-07-15,Rent Payment,-199.52910848113564,49763.68716255269,Housing,debit
2025-07-16,Walmart,-170.9578176548479,49592.729344897845,Shopping,debit
2025-07-17,Adidas,-127.89768488803028,49464.83166000981,Shopping,debit
2025-07-17,Internet Provider,-44.54856021316259,49420.28309979665,Utilities,debit
2025-07-18,Cable TV,-32.38625727125101,49387.8968425254,Utilities,debit
2025-07-18,Kroger,-90.24888127859788,49297.6479612468,Groceries,debit
2025-07-18,7-Eleven Gas,-81.39166646280155,49216.256294784,Transportation,debit
