date,description,amount,balance,category,transaction_type
2025-06-20,Whole Foods Market,-86.57482783875051,30468.982802656697,Groceries,debit
2025-06-20,HEB,-39.87999014667101,30429.102812510027,Groceries,debit
2025-06-20,Dental Office,67.27718448164453,30496.379996991673,Healthcare,credit
2025-06-21,Sports Arena,-10.443102197398069,30485.936894794275,Entertainment,debit
2025-06-21,Apple Store,-27.78234922067009,30458.154545573605,Shopping,debit
2025-06-21,Waste Management,-37.01421184089455,30421.14033373271,Utilities,debit
2025-06-21,Old Navy,22.857845693526173,30443.998179426235,Shopping,credit
2025-06-22,Freelance Payment,13645.877348148366,30555.55763049545,Income,credit
2025-06-23,Payroll,13513.220607726165,16909.680282347083,Income,credit
2025-06-24,Bar,-51.47633687632153,30392.52184254991,Entertainment,debit
2025-06-24,Concert Venue,-74.49921531673307,30318.02262723318,Entertainment,debit
2025-06-24,Budget Car Rental,-36.47182085789052,30281.55080637529,Transportation,debit
2025-06-24,Food Lion,-78.74304026999344,30202.807766105296,Groceries,debit
2025-06-25,Adidas,50.87232172496377,30253.68008783026,Shopping,credit
2025-06-25,Home Security,-52.74545619350388,30200.934631636756,Utilities,debit
2025-06-26,Metro Transit,-54.740016090516924,30146.19461554624,Transportation,debit
2025-06-26,Netflix,30.289225828162174,30176.4838413744,Entertainment,credit
2025-06-26,Medical Equipment,94.47767401852052,30270.96151539292,Healthcare,credit
2025-06-26,Food Lion,21.399626473535797,30292.361141866455,Groceries,credit
2025-06-27,Phone Company,52.234477601298316,30344.595619467753,Utilities,credit
2025-06-28,Disney+,-12.363432335606799,30332.232187132147,Entertainment,debit
2025-06-29,Walmart,-17.48604330859937,30314.746143823548,Shopping,debit
2025-06-29,Sports Arena,-85.0170047348691,30229.72913908868,Entertainment,debit
2025-06-29,Publix,45.12140646595941,30274.850545554636,Groceries,credit
2025-06-29,Pharmacy,57.08675556805077,30331.93730112269,Healthcare,credit
2025-06-30,Home Security,-77.8798846836308,30254.057416439056,Utilities,debit
2025-06-30,Gas Company,61.32054891870516,30315.377965357762,Utilities,credit
2025-06-30,Exxon,-88.30978039526721,30227.068184962496,Transportation,debit
2025-06-30,Aldi,-22.848926677059744,30204.219258285437,Groceries,debit
2025-07-02,Target Grocery,-15.058360603678441,30189.16089768176,Groceries,debit
2025-07-02,Gap,-52.18496395553792,30136.975933726222,Shopping,debit
2025-07-03,Costco,39.95426702635548,30176.930200752577,Groceries,credit
2025-07-04,Bar,-61.00285892023351,30115.927341832343,Entertainment,debit
2025-07-04,Old Navy,-38.36217340598428,30077.565168426358,Shopping,debit
2025-07-04,Food Lion,22.219615368069974,30099.78478379443,Groceries,credit
2025-07-05,Lab Services,48.08914045987438,30147.8739242543,Healthcare,credit
2025-07-05,Hulu,-24.4178229001945,30123.456101354106,Entertainment,debit
2025-07-06,Hulu,-74.27749792300047,30049.178603431104,Entertainment,debit
2025-07-06,Apple Store,-15.621118467076363,30033.55748496403,Shopping,debit
2025-07-06,Exxon,-65.94978620772146,29967.607698756306,Transportation,debit
2025-07-06,Apple Store,-43.92517478621826,29923.68252397009,Shopping,debit
2025-07-06,Nike,72.65038378050815,29996.332907750595,Shopping,credit
2025-07-06,Lyft,46.08387827130287,30042.4167860219,Transportation,credit
2025-07-06,Taxi Service,-26.40243582114548,30016.014350200752,Transportation,debit
2025-07-08,Budget Car Rental,50.25164075603335,30066.265990956785,Transportation,credit
2025-07-08,Vision Center,-56.37108327243181,30009.894907684353,Healthcare,debit
2025-07-08,Lyft,-24.578590353999374,29985.316317330355,Transportation,debit
2025-07-08,Gym Membership,96.95390854693603,30082.27022587729,Entertainment,credit
2025-07-09,Gas Company,54.03582895405504,30136.306054831348,Utilities,credit
2025-07-09,Phone Company,-51.740142472522216,30084.565912358827,Utilities,debit
2025-07-10,Publix,85.94060234374248,30170.50651470257,Groceries,credit
2025-07-11,Water Department,-77.45558535822339,30093.050929344347,Utilities,debit
2025-07-12,Cable TV,-93.00257577116834,30000.048353573176,Utilities,debit
2025-07-12,Gym Membership,58.10997121078698,30058.158324783963,Entertainment,credit
2025-07-12,Cable TV,-71.57558591817258,29986.58273886579,Utilities,debit
2025-07-12,Netflix,34.62701803886087,30021.20975690465,Entertainment,credit
2025-07-12,Best Buy,22.00651158861121,30043.21626849326,Shopping,credit
2025-07-13,Publix,48.61188502873467,30091.828153521994,Groceries,credit
2025-07-13,Microsoft Store,-71.0820908092403,30020.746062712755,Shopping,debit
2025-07-13,Hulu,-49.74217932641808,29971.003883386336,Entertainment,debit
2025-07-14,Exxon,76.98429144071108,30047.98817482705,Transportation,credit
2025-07-14,Home Security,-49.14878945423799,29998.839385372812,Utilities,debit
2025-07-15,Costco,53.20380624912711,30052.04319162194,Groceries,credit
2025-07-15,Waste Management,-92.74393214151509,29959.299259480424,Utilities,debit
2025-07-16,Concert Venue,28.867212549520445,29988.166472029945,Entertainment,credit
2025-07-16,Exxon,-47.31078070857123,29940.855691321372,Transportation,debit
2025-07-17,Hulu,-46.58362753491214,29894.27206378646,Entertainment,debit
2025-07-17,Phone Company,52.21862005902279,29946.49068384548,Utilities,credit
2025-07-18,Medical Center,-33.3858740482666,29913.104809797213,Healthcare,debit
2025-07-18,Exxon,53.10904594670069,29966.213855743914,Transportation,credit
2025-07-18,Walmart,-33.28394945280547,29932.92990629111,Shopping,debit
2025-07-18,Movie Theater,28.24047782883319,29961.17038411994,Entertainment,credit
